Team,score,opponents score,adjustpoints,autopoints,bay1,bay2,bay3,bay4,bay5,bay6,bay7,bay8,cargopoints,completerocketrankingpoint,completedrocketfar,completedrocketnear,endgamerobot1,endgamerobot2,endgamerobot3,foulcount,foulpoints,habclimbpoints,habdockingrankingpoint,hablinerobot1,hablinerobot2,hablinerobot3,hatchpanelpoints,lowleftrocketfar,lowleftrocketnear,lowrightrocketfar,lowrightrocketnear,midleftrocketfar,midleftrocketnear,midrightrocketfar,midrightrocketnear,prematchbay1,prematchbay2,prematchbay3,prematchlevelrobot1,prematchlevelrobot2,prematchlevelrobot3,rp,sandstormbonuspoints,techfoulcount,teleoppoints,topleftrocketfar,topleftrocketnear,toprightrocketfar,toprightrocketnear,totalpoints,
frc4964,7.52,1.34,0.00,2.93,1.43,1.79,1.42,1.82,0.65,0.45,0.59,0.07,1.75,-1.18,0.00,-0.53,1.58,-0.29,-0.13,-0.13,1.40,0.76,-0.75,-0.06,0.67,1.33,0.67,-0.39,-0.62,-0.56,-0.03,-0.23,-0.31,-0.39,0.21,0.67,0.67,0.67,1.00,2.56,2.52,0.47,2.93,-0.05,3.18,-0.05,-0.04,-0.07,0.17,7.52,
frc294,28.42,14.97,0.00,6.81,2.40,2.34,1.64,-0.86,0.86,2.51,2.56,2.20,8.43,3.30,0.00,0.02,3.90,1.56,4.36,0.22,2.64,9.90,17.05,1.72,1.98,1.93,0.65,-0.11,-0.05,0.33,0.62,-0.10,-0.27,0.25,0.06,0.67,0.67,0.67,2.28,2.73,1.27,1.50,6.81,-0.21,18.97,0.08,-0.18,0.06,-0.29,28.42,
frc368,26.13,16.22,0.00,6.28,0.69,0.36,0.92,0.79,-0.85,1.80,1.25,2.00,10.56,0.17,0.00,0.11,-0.09,0.98,-0.04,-0.00,1.15,0.99,-3.15,1.58,2.06,1.91,7.15,0.79,3.42,0.91,3.04,0.68,1.52,0.63,2.11,0.67,0.67,0.67,1.74,1.48,2.72,0.60,6.28,0.05,18.70,0.06,0.41,0.15,0.66,26.13,
frc4763,4.97,14.75,0.00,2.63,0.78,0.72,0.77,-0.25,-0.92,2.08,1.97,1.74,2.79,-0.32,0.00,-0.40,0.53,-1.14,1.59,1.22,-1.38,0.93,-2.09,1.77,2.15,1.07,-0.00,0.53,-0.22,-0.11,-0.54,0.03,-0.04,-0.05,0.21,0.67,0.67,0.67,0.81,0.92,1.11,-0.19,2.63,-0.23,3.71,0.29,-0.23,0.16,-0.18,4.97,
frc3476,18.39,17.93,0.00,2.49,-0.26,-0.46,-0.41,0.91,-0.24,0.51,0.21,0.33,1.56,-1.64,0.00,-1.37,3.50,3.22,-0.39,0.91,2.73,5.99,11.15,1.72,1.97,1.28,5.62,0.62,1.17,0.26,1.36,0.89,0.78,0.71,0.90,0.67,0.67,0.67,0.81,1.79,0.33,0.67,2.49,0.88,13.17,0.44,0.12,0.67,0.10,18.39,
frc5669,10.01,17.03,0.00,3.59,1.49,1.84,1.73,0.55,1.05,0.54,1.22,0.41,3.70,0.48,0.00,0.87,1.17,0.30,0.26,0.36,1.25,1.05,0.66,1.25,1.24,1.07,0.42,-0.01,-0.21,0.41,0.24,-0.22,-0.34,-0.30,-0.09,0.67,0.67,0.67,1.44,0.89,1.85,0.27,3.59,0.08,5.17,-0.26,0.20,-0.22,-0.00,10.01,
frc1197,10.51,18.36,0.00,3.25,1.52,1.19,1.34,1.27,0.86,0.34,-0.14,-0.54,3.16,3.50,0.00,0.09,2.08,0.44,-0.08,-0.67,-0.81,2.41,-2.68,1.67,1.65,2.04,2.50,0.39,0.48,0.51,0.62,0.13,-0.10,0.02,0.06,0.67,0.67,0.67,1.06,0.73,1.25,0.23,3.25,0.09,8.07,-0.02,-0.01,0.21,0.02,10.51,
frc6515,11.99,17.15,0.00,1.16,0.16,-0.66,1.27,0.33,1.03,1.23,1.37,1.03,2.01,-0.40,0.00,0.21,1.00,1.40,-0.15,0.43,4.00,2.04,-1.53,1.25,1.15,0.90,2.79,-0.02,0.81,0.15,-0.47,0.59,0.42,0.54,0.21,0.67,0.67,0.67,1.06,0.83,1.26,0.18,1.16,0.00,6.83,0.01,-0.03,0.03,0.25,11.99,
frc606,0.67,12.99,0.00,2.61,0.91,0.75,-0.06,-0.43,-0.73,0.92,0.96,1.09,-1.25,-1.10,0.00,-0.40,1.23,0.14,-0.44,-0.04,-0.50,0.91,-0.37,1.35,1.55,2.13,-1.09,0.78,-1.09,0.90,-0.39,-0.16,-0.65,0.04,-0.69,0.67,0.67,0.67,1.35,1.49,0.19,-0.12,2.61,-0.15,-1.44,0.04,-0.19,-0.03,-0.16,0.67,
frc7230,8.08,7.97,0.00,2.89,0.19,0.82,1.21,0.53,0.51,1.21,1.30,0.82,1.17,-1.04,0.00,-0.55,2.03,0.01,1.09,0.52,1.17,3.25,-0.43,1.78,1.91,1.16,-0.41,0.45,-1.15,0.53,-1.20,0.30,-0.50,0.53,-0.70,0.67,0.67,0.67,1.37,0.59,0.81,0.10,2.89,-0.14,4.01,-0.36,-0.27,-0.26,-0.35,8.08,
frc4,15.57,16.13,0.00,4.73,1.85,2.53,2.29,0.51,1.15,1.36,1.66,0.96,7.31,0.16,0.00,0.00,3.86,2.35,1.36,-0.63,-4.37,7.33,17.11,1.69,1.24,2.12,0.57,-0.05,0.41,-0.23,0.77,-0.11,-0.01,-0.21,-0.34,0.67,0.67,0.67,1.53,2.17,1.69,0.91,4.73,-0.07,15.20,-0.14,0.04,-0.08,0.05,15.57,
frc5089,29.16,13.77,0.00,6.35,3.09,2.37,2.52,1.55,0.31,3.16,2.90,3.12,15.46,-0.36,0.00,-0.12,2.41,1.55,0.31,-0.06,0.22,4.31,1.12,2.06,1.98,2.04,2.82,-0.29,1.30,0.96,0.86,0.35,-0.15,0.38,0.13,0.67,0.67,0.67,1.52,2.91,1.25,1.02,6.35,0.23,22.58,0.37,-0.29,0.40,-0.21,29.16,
frc848,4.39,11.47,0.00,3.07,0.71,0.77,0.54,0.05,0.27,-0.02,-0.19,0.26,-1.15,2.37,0.00,2.74,0.40,1.88,-0.04,-0.08,-1.10,2.43,2.78,1.64,1.96,0.88,1.15,-0.18,-0.42,0.02,0.09,-0.35,0.52,-0.17,-0.25,0.67,0.67,0.67,0.55,1.35,0.91,0.34,3.07,-0.29,2.43,0.19,0.51,0.19,0.55,4.39,
frc580,9.59,21.04,0.00,2.22,0.91,0.51,0.58,0.11,-0.64,0.31,-0.53,0.44,-0.39,-0.02,0.00,-0.14,-0.58,2.61,1.63,-0.06,2.73,3.44,0.75,1.76,1.51,1.16,1.59,0.48,0.09,1.02,1.20,-0.03,0.23,-0.25,0.47,0.67,0.67,0.67,1.50,0.59,1.14,0.11,2.22,-0.02,4.64,-0.15,0.33,-0.23,0.04,9.59,
frc1972,5.38,23.49,0.00,0.84,0.93,1.08,1.04,0.23,0.47,0.17,0.72,0.47,2.36,-0.45,0.00,0.06,1.98,-1.06,-0.83,0.04,0.66,0.27,-2.03,1.29,1.41,1.31,1.26,-0.08,1.08,-0.27,0.79,0.11,-0.05,-0.26,0.11,0.67,0.67,0.67,2.02,1.76,1.98,0.27,0.84,1.05,3.88,-0.13,-0.05,-0.20,-0.10,5.38,
frc687,24.93,12.49,0.00,3.42,1.98,1.72,2.11,2.92,2.11,1.13,1.56,1.41,12.50,-0.11,0.00,-0.02,0.67,1.77,0.28,-0.45,0.70,2.45,0.86,1.30,1.66,1.78,5.85,0.25,1.05,0.46,0.94,0.31,0.25,0.47,0.69,0.67,0.67,0.67,0.76,1.25,1.50,0.90,3.42,0.19,20.81,-0.11,0.85,0.42,1.15,24.93,
frc980,10.07,13.14,0.00,4.70,1.38,1.18,1.44,0.64,-0.34,1.53,1.81,1.24,3.50,-0.65,0.00,-0.35,1.03,-0.71,0.59,1.41,1.50,0.70,-5.93,1.42,1.20,1.02,-0.33,-0.22,-1.23,-0.29,-1.19,-0.28,0.81,-0.42,1.17,0.67,0.67,0.67,1.73,2.22,2.06,-0.19,4.70,-0.15,3.87,-0.28,0.55,-0.46,0.51,10.07,
frc5510,17.83,11.44,0.00,5.64,0.93,0.34,1.29,1.32,0.46,0.72,0.87,1.30,3.24,-0.79,0.00,-0.73,-0.38,-0.14,3.43,0.99,4.25,3.11,0.15,1.69,1.68,1.66,1.60,0.34,0.14,-0.04,-0.00,-0.61,0.62,-0.35,0.23,0.67,0.67,0.67,1.99,2.19,1.62,0.76,5.64,0.03,7.95,0.41,-0.13,0.31,-0.19,17.83,
frc6904,25.46,20.50,0.00,5.04,2.14,2.17,2.25,0.19,3.03,2.58,2.72,2.68,12.41,0.80,0.00,0.44,0.63,0.36,1.31,0.46,5.47,1.74,0.22,1.70,0.90,2.07,0.80,-0.19,0.48,0.00,0.66,-0.01,-0.41,0.22,-0.33,0.67,0.67,0.67,1.83,1.73,1.77,0.39,5.04,0.12,14.95,-0.03,-0.11,-0.12,-0.12,25.46,
frc1452,10.95,14.17,0.00,2.66,1.65,1.39,1.62,0.93,0.87,1.41,1.68,1.37,3.81,-0.54,0.00,-0.24,1.83,2.82,1.45,0.55,-3.03,5.87,0.32,1.32,2.29,1.42,1.64,-0.73,0.21,-0.14,-0.28,0.11,0.29,-0.29,-0.15,0.67,0.67,0.67,0.36,1.17,1.11,0.34,2.66,-0.27,11.32,0.16,0.15,0.21,-0.06,10.95,
frc5802,13.91,14.83,0.00,3.14,1.52,1.37,1.82,-1.57,-0.00,2.45,2.11,2.54,8.14,-0.93,0.00,-1.34,0.15,0.10,1.10,0.31,-0.44,1.28,-1.43,1.14,1.39,1.70,1.79,0.53,0.89,0.06,0.54,0.26,1.04,0.22,-0.04,0.67,0.67,0.67,2.23,2.30,1.11,0.54,3.14,-0.08,11.21,-0.03,0.30,0.23,0.13,13.91,
frc4123,15.27,17.81,0.00,4.94,2.24,2.55,1.72,-0.52,-0.72,2.29,2.54,2.20,7.02,-0.54,0.00,0.15,1.89,0.34,0.93,-0.45,0.51,3.28,4.76,1.37,1.47,1.80,-0.49,0.44,0.27,0.41,-0.02,-0.35,-0.60,-0.12,-0.60,0.67,0.67,0.67,1.45,1.63,2.09,0.28,4.94,0.01,9.81,0.32,-0.47,0.09,-0.23,15.27,
frc6000,18.63,15.38,0.00,2.54,2.45,2.25,1.61,1.79,0.74,1.39,1.66,1.83,6.59,0.39,0.00,0.36,-0.48,2.15,1.66,0.00,5.01,3.31,-0.02,1.59,2.08,1.57,1.18,-0.87,-0.74,-0.30,-0.86,-0.27,0.68,-0.16,0.70,0.67,0.67,0.67,1.00,1.05,0.78,0.38,2.54,0.48,11.08,-0.06,0.12,0.01,0.22,18.63,
frc7455,3.78,5.85,0.00,0.21,0.34,1.47,1.21,-0.90,-0.04,1.39,1.20,0.67,0.28,-1.07,0.00,-0.43,3.15,1.57,-1.26,-0.28,-0.09,3.04,5.57,1.01,0.95,0.17,0.34,0.40,-0.08,-0.17,-0.37,0.06,-0.25,0.12,-0.04,0.67,0.67,0.67,0.55,1.08,2.12,0.32,0.21,0.15,3.66,-0.01,-0.27,0.12,-0.13,3.78,
frc6658,9.13,20.32,0.00,3.26,1.54,1.97,1.49,1.55,1.22,-0.01,0.47,0.91,5.21,3.29,0.00,-0.15,-0.14,-0.04,0.27,0.59,-0.16,0.33,-4.22,1.76,1.56,1.56,0.48,0.21,-0.43,-0.27,-0.64,-0.08,0.03,-0.04,-0.01,0.67,0.67,0.67,1.35,0.25,1.26,0.10,3.26,-0.31,6.02,-0.06,0.01,-0.13,0.04,9.13,
frc1515,20.45,21.63,0.00,4.90,1.34,2.14,1.28,-0.03,0.92,-0.30,1.14,1.02,5.86,-0.18,0.00,0.51,-0.15,3.62,0.69,0.91,0.13,4.24,0.52,1.67,1.61,1.88,5.31,1.68,-0.13,1.39,0.45,0.58,0.34,0.49,0.41,0.67,0.67,0.67,1.13,1.61,2.91,0.20,4.90,-0.04,15.42,-0.17,0.16,-0.33,-0.07,20.45,
frc4276,24.56,9.54,0.00,6.45,1.84,2.24,1.75,2.06,0.95,1.53,2.08,2.37,9.49,-1.30,0.00,-0.81,0.82,1.18,2.01,-0.41,0.70,4.00,4.82,1.88,1.72,1.59,3.92,-0.46,1.21,0.04,0.59,-0.40,0.73,-0.34,0.88,0.67,0.67,0.67,1.71,2.03,2.57,0.74,6.45,0.05,17.41,-0.16,0.14,0.05,0.46,24.56,
frc3408,15.91,17.54,0.00,6.88,1.18,1.06,0.97,0.13,0.64,-0.11,0.16,0.19,0.39,0.07,0.00,0.12,1.02,0.07,0.87,0.48,0.18,2.15,-1.80,1.96,2.04,2.11,6.31,0.47,0.65,0.73,1.31,0.45,-0.16,0.84,0.79,0.67,0.67,0.67,2.46,1.57,1.85,0.34,6.88,0.05,8.85,-0.11,0.19,0.44,0.33,15.91,
frc6938,3.86,13.98,0.00,3.65,0.99,0.22,0.53,0.29,-0.55,1.00,0.86,0.37,-2.27,-1.56,0.00,-0.87,1.06,2.69,0.95,0.63,-1.81,4.86,7.51,1.94,2.14,1.41,-0.57,0.94,-0.31,-0.48,-0.73,0.22,-0.24,0.11,-0.51,0.67,0.67,0.67,0.93,1.47,1.09,-0.15,3.65,0.07,2.02,0.27,-0.29,-0.21,-0.17,3.86,
frc597,30.57,15.26,0.00,6.82,2.06,2.06,2.16,2.47,1.87,3.10,2.61,2.02,13.33,0.50,0.00,0.11,0.01,0.80,2.05,0.04,3.92,3.04,-5.83,2.14,2.07,1.31,3.46,0.19,1.56,0.49,0.53,-0.11,0.10,-0.14,-0.17,0.67,0.67,0.67,2.33,2.07,1.11,0.95,6.82,0.10,19.83,-0.07,0.19,-0.07,-0.09,30.57,
frc7042,13.39,25.36,0.00,4.93,1.23,1.44,1.85,1.17,0.70,0.88,1.37,1.32,4.27,0.88,0.00,0.53,2.25,0.54,0.63,0.48,0.30,3.53,4.20,1.98,2.33,0.91,0.36,0.47,-0.54,0.35,-0.69,-0.03,-0.33,0.11,-0.55,0.67,0.67,0.67,1.35,1.80,1.16,0.04,4.93,0.02,8.16,0.02,-0.02,-0.04,-0.08,13.39,
frc2375,22.85,10.18,0.00,6.10,0.06,0.54,1.10,2.07,-0.28,1.39,1.18,0.96,2.03,-0.26,0.00,-0.72,0.02,-0.41,2.29,0.29,11.16,1.97,3.18,1.63,2.09,1.70,1.59,0.04,0.18,-0.31,0.45,-0.19,0.45,-0.22,0.41,0.67,0.67,0.67,2.19,1.98,1.35,0.23,6.10,-0.05,5.59,0.00,-0.05,-0.03,0.05,22.85,
frc2710,14.61,15.26,0.00,2.78,1.52,0.81,1.01,0.37,1.41,1.74,2.19,1.56,8.01,-0.11,0.00,0.32,0.99,1.33,0.68,-0.25,-1.51,2.75,-5.39,1.75,0.78,1.90,2.59,-0.18,0.55,0.60,1.09,0.11,0.18,0.23,0.52,0.67,0.67,0.67,1.52,1.00,0.98,0.00,2.78,0.01,13.35,-0.05,-0.08,0.24,-0.07,14.61,
frc1759,6.55,13.20,0.00,1.65,0.65,0.30,1.26,0.20,0.91,0.84,0.37,0.04,-0.88,-1.03,0.00,-1.12,0.79,0.80,0.62,0.82,2.79,1.72,0.35,0.90,1.10,1.52,1.27,1.18,-0.28,0.14,-0.49,0.39,-0.38,0.15,-0.15,0.67,0.67,0.67,1.03,1.13,0.25,0.04,1.65,-0.07,2.11,-0.13,-0.33,-0.45,-0.36,6.55,
frc4019,9.30,22.08,0.00,3.63,0.96,1.23,1.15,-0.57,-0.14,1.45,1.02,0.76,2.04,-0.55,0.00,0.04,-0.23,-0.14,2.01,1.40,1.51,1.80,-2.95,1.14,0.69,1.92,0.31,0.02,-0.31,-0.35,0.15,-0.27,0.55,-0.28,0.36,0.67,0.67,0.67,1.12,1.21,1.43,-0.38,3.63,0.21,4.16,-0.08,0.30,0.15,0.08,9.30,
frc4141,8.05,20.74,0.00,1.62,1.46,1.36,1.71,-0.12,2.02,1.20,1.23,1.49,5.88,0.56,0.00,0.40,1.23,0.34,0.01,0.50,-1.42,1.71,3.09,1.60,0.70,1.95,0.26,0.71,-0.79,0.58,-0.07,0.55,-0.52,0.53,-0.55,0.67,0.67,0.67,1.68,-0.23,1.09,0.12,1.62,-0.01,7.85,-0.30,0.01,-0.20,-0.04,8.05,
frc7871,1.75,19.54,0.00,2.14,0.69,1.34,0.83,0.37,-0.05,0.93,0.24,0.44,-0.23,-0.46,0.00,-0.17,-0.23,2.00,-0.80,1.02,-0.02,1.03,0.65,1.23,0.64,1.42,-1.16,-0.40,-0.24,-0.24,-0.21,-0.25,0.21,-0.50,0.04,0.67,0.67,0.67,0.39,0.70,1.75,-0.24,2.14,0.14,-0.37,-0.21,-0.16,-0.43,0.28,1.75,
frc6955,13.56,10.76,0.00,2.46,1.32,0.32,1.12,1.12,0.61,0.42,0.69,1.38,4.96,-0.20,0.00,-0.74,1.59,-0.28,0.94,0.31,1.35,2.25,-1.69,1.11,1.57,0.87,2.55,-0.44,1.15,0.16,0.98,0.42,-0.16,0.40,-0.16,0.67,0.67,0.67,0.81,0.83,0.83,0.51,2.46,-0.19,9.76,0.45,-0.10,0.55,-0.15,13.56,
frc207,26.55,13.25,0.00,4.07,2.17,2.09,1.53,1.48,0.26,2.18,1.71,2.13,13.92,-0.25,0.00,-0.59,0.44,0.55,1.67,-0.24,0.42,2.79,2.01,1.37,1.64,1.69,5.34,1.42,1.72,1.56,2.05,0.21,1.29,0.50,1.09,0.67,0.67,0.67,1.36,1.56,1.49,0.93,4.07,0.08,22.06,0.13,0.16,0.01,-0.11,26.55,
frc5512,22.17,13.78,0.00,5.98,0.19,0.65,0.55,0.50,0.45,0.60,0.70,0.41,2.18,3.41,0.00,3.75,0.38,-0.27,0.97,0.31,10.73,1.12,0.41,1.96,1.87,1.75,2.16,0.03,0.62,0.73,0.33,-0.25,0.22,-0.21,0.69,0.67,0.67,0.67,3.18,2.12,0.90,0.42,5.98,0.08,5.46,-0.33,0.31,-0.18,0.31,22.17,
frc5199,34.22,11.30,0.00,4.31,1.75,1.29,1.55,3.53,2.83,1.41,0.86,1.69,11.56,-0.51,0.00,-0.85,4.75,3.70,3.96,0.26,0.13,12.58,26.74,2.21,1.70,1.96,5.65,1.99,0.91,1.92,1.14,0.29,-0.10,0.76,-0.22,0.67,0.67,0.67,1.13,1.76,0.91,2.33,4.31,-0.20,29.79,0.12,-0.21,0.20,-0.15,34.22,
frc4415,29.17,15.51,0.00,3.50,0.72,1.92,1.65,0.38,-0.52,1.80,1.70,0.94,11.90,3.40,0.00,3.41,3.90,3.47,1.89,0.88,-1.41,9.38,20.67,2.04,1.42,2.02,5.79,2.25,0.94,2.27,1.45,1.84,1.04,1.70,1.13,0.67,0.67,0.67,1.63,0.39,0.93,1.41,3.50,-0.12,27.07,0.14,0.17,0.94,0.16,29.17,
frc2496,7.46,10.19,0.00,5.62,0.46,1.03,0.36,1.63,-0.33,0.31,0.36,-0.08,-0.53,-1.30,0.00,-1.21,0.24,0.34,1.35,-0.63,-1.19,2.07,-1.70,1.71,2.20,1.90,1.48,-0.17,0.20,-0.41,0.28,-0.05,-0.08,-0.11,0.12,0.67,0.67,0.67,1.44,1.74,1.83,0.12,5.62,-0.17,3.02,-0.00,0.16,-0.05,0.09,7.46,
frc7185,9.78,20.67,0.00,2.04,0.51,0.50,1.64,0.88,0.50,1.35,1.27,1.96,4.46,-0.75,0.00,-0.14,-0.83,1.49,0.84,0.64,1.28,1.78,-2.44,1.69,1.67,0.82,0.22,-0.13,-0.35,-0.44,-0.14,-0.12,0.31,-0.13,0.37,0.67,0.67,0.67,1.25,0.91,0.70,-0.12,2.04,0.09,6.45,0.00,0.16,-0.10,-0.09,9.78,
frc3952,25.82,17.23,0.00,2.66,1.01,1.78,1.91,2.87,3.21,1.52,1.60,1.05,11.00,0.04,0.00,-0.26,1.31,1.32,0.68,-0.12,3.21,2.73,-0.48,1.34,0.91,1.50,6.22,-0.23,1.39,0.63,0.62,0.12,0.60,0.29,1.04,0.67,0.67,0.67,0.78,0.63,0.69,0.72,2.66,0.05,19.95,0.75,0.02,0.44,-0.25,25.82,
frc4578,19.97,8.83,0.00,2.21,1.45,0.70,1.02,0.77,-0.78,0.66,0.10,0.05,-0.10,-1.77,0.00,-1.26,1.17,2.56,1.77,0.29,13.06,4.85,6.69,1.25,0.93,1.36,-0.05,0.20,-0.31,-0.06,-0.57,0.19,-0.35,0.29,-0.37,0.67,0.67,0.67,0.76,0.62,2.23,0.38,2.21,-0.05,4.70,0.28,0.06,0.19,0.14,19.97,
