Team,score,opponents score,adjustpoints,autopoints,bay1,bay2,bay3,bay4,bay5,bay6,bay7,bay8,cargopoints,completerocketrankingpoint,completedrocketfar,completedrocketnear,endgamerobot1,endgamerobot2,endgamerobot3,foulcount,foulpoints,habclimbpoints,habdockingrankingpoint,hablinerobot1,hablinerobot2,hablinerobot3,hatchpanelpoints,lowleftrocketfar,lowleftrocketnear,lowrightrocketfar,lowrightrocketnear,midleftrocketfar,midleftrocketnear,midrightrocketfar,midrightrocketnear,prematchbay1,prematchbay2,prematchbay3,prematchlevelrobot1,prematchlevelrobot2,prematchlevelrobot3,rp,sandstormbonuspoints,techfoulcount,teleoppoints,topleftrocketfar,topleftrocketnear,toprightrocketfar,toprightrocketnear,totalpoints,
frc1325,35.24,13.84,0.00,6.00,1.26,0.26,1.52,-0.57,0.67,1.05,1.55,1.45,14.15,10.43,1.94,6.79,1.83,1.99,0.93,0.73,3.65,4.83,5.46,1.95,1.79,1.74,6.62,1.63,1.02,1.45,1.10,1.88,2.12,1.82,2.02,0.67,0.67,0.67,1.84,1.53,1.62,1.60,6.00,0.13,25.59,1.15,1.25,0.72,1.60,35.24,
frc6878,20.76,22.80,0.00,5.41,0.62,0.42,1.22,0.41,1.56,1.01,0.83,1.32,4.01,3.02,-1.47,2.39,2.90,0.46,2.64,-0.24,2.08,6.03,3.14,1.65,1.76,1.74,3.23,0.20,1.07,0.17,1.34,-0.51,0.37,-0.67,0.46,0.67,0.67,0.67,2.00,1.86,1.31,0.53,5.41,0.22,13.27,-0.45,0.46,-0.40,0.19,20.76,
frc7509,17.88,14.70,0.00,4.63,1.11,1.35,1.02,1.76,1.49,1.12,0.99,0.83,4.44,-4.09,-1.50,-1.94,0.02,1.02,2.74,-0.15,0.94,3.86,3.37,1.70,1.67,1.53,4.01,1.34,0.10,1.18,0.32,0.63,-0.42,0.53,-0.49,0.67,0.67,0.67,2.05,1.00,2.20,0.11,4.63,-0.02,12.31,-0.32,-0.37,-0.07,-0.19,17.88,
frc5032,15.30,23.64,0.00,3.67,0.94,0.84,0.82,1.15,1.51,1.12,1.80,1.38,4.20,-1.79,-1.36,-2.59,-1.16,-0.29,2.34,0.66,2.41,0.91,0.33,1.83,1.57,1.74,4.12,0.72,1.32,0.72,0.41,-0.28,-0.13,-0.19,0.24,0.67,0.67,0.67,0.73,1.31,1.55,0.25,3.67,0.01,9.23,0.22,-0.52,0.29,-0.44,15.30,
frc4992,19.64,16.22,0.00,5.01,1.46,1.46,1.05,-0.13,0.07,1.24,2.22,1.68,7.02,1.73,-1.09,0.13,-1.15,2.14,2.14,0.24,2.65,3.14,2.57,1.79,1.74,1.52,1.81,-0.28,1.33,-0.38,1.32,-0.31,0.84,-0.26,0.75,0.67,0.67,0.67,1.37,2.26,1.37,0.89,5.01,-0.05,11.97,-0.34,0.28,-0.16,0.66,19.64,
frc5076,18.25,19.35,0.00,4.15,1.83,1.88,1.65,1.72,0.99,2.11,1.08,1.47,7.87,-0.60,1.80,-1.55,1.77,0.50,0.90,0.07,-0.27,3.18,0.05,1.15,1.58,1.59,3.34,0.75,-0.69,0.92,-0.25,0.88,-0.53,0.91,-0.58,0.67,0.67,0.67,2.68,0.81,1.81,0.40,4.15,-0.07,14.38,0.64,-0.34,0.45,-0.34,18.25,
frc6070,15.46,26.25,0.00,4.85,1.90,2.28,2.30,0.89,1.07,1.77,1.78,2.02,6.84,-4.65,-2.01,-2.61,0.11,0.85,2.33,0.96,-0.58,3.27,0.69,1.63,1.77,1.75,1.08,0.72,0.19,-0.17,-0.07,-0.66,-0.06,-0.46,-0.25,0.67,0.67,0.67,1.64,0.96,1.99,-0.21,4.85,-0.05,11.19,-0.17,-0.53,-0.08,-0.59,15.46,
frc5921,14.37,9.77,0.00,5.63,1.55,0.91,1.41,0.67,0.30,0.90,1.24,1.35,3.60,-1.56,-1.83,0.49,1.76,1.27,-0.29,-0.35,1.08,2.77,-0.30,1.87,1.77,1.62,1.29,-0.19,-0.54,0.23,-0.33,-0.01,0.06,0.00,0.18,0.67,0.67,0.67,2.19,2.08,0.73,0.42,5.63,0.02,7.66,0.31,0.16,0.36,0.14,14.37,
frc7022,21.29,24.73,0.00,4.63,1.74,1.83,1.72,1.09,-0.12,1.30,0.42,0.89,7.39,2.36,1.73,0.90,2.81,2.23,1.92,0.25,1.43,6.92,14.90,1.44,1.75,1.58,0.92,0.36,0.32,0.00,0.43,0.33,0.03,0.38,-0.10,0.67,0.67,0.67,1.34,1.88,2.08,0.70,4.63,-0.10,15.23,0.46,0.07,0.30,0.02,21.29,
frc7623,15.96,12.23,0.00,3.38,1.15,1.55,1.26,0.94,1.88,1.41,1.13,0.65,4.74,0.42,-1.50,2.94,2.25,-0.74,1.95,0.44,0.66,3.54,3.04,1.89,1.36,1.57,3.63,-0.20,0.91,-0.41,1.22,-0.31,0.49,-0.30,0.46,0.67,0.67,0.67,1.22,1.39,1.51,0.60,3.38,0.04,11.92,-0.61,0.34,-0.48,0.48,15.96,
frc7564,12.79,27.52,0.00,5.37,0.80,0.46,0.85,0.20,-0.21,0.66,1.13,1.27,1.13,2.43,0.39,3.56,0.73,3.02,-0.27,0.77,0.91,3.49,3.41,1.31,1.59,1.56,1.89,0.11,-0.26,-0.18,-0.32,0.25,0.48,0.10,0.59,0.67,0.67,0.67,1.70,2.04,1.77,0.23,5.37,0.14,6.51,0.02,0.58,0.07,0.66,12.79,
frc6342,8.67,20.02,0.00,4.11,0.31,0.59,1.32,1.07,1.59,2.12,1.20,1.03,2.95,-1.81,-1.11,0.06,1.39,0.68,0.05,0.47,-1.07,1.60,-2.40,0.93,1.59,1.61,1.07,-0.25,-0.27,-0.48,-0.28,-0.50,-0.02,-0.44,0.24,0.67,0.67,0.67,1.60,1.20,2.61,-0.38,4.11,-0.06,5.63,-0.36,0.29,-0.27,0.07,8.67,
frc1241,29.13,17.37,0.00,5.09,0.78,1.20,1.22,-1.44,-0.20,1.39,1.19,0.96,12.45,15.91,4.65,6.37,0.65,2.18,1.69,0.56,0.15,4.55,-0.92,1.80,1.77,1.52,6.88,2.29,2.14,2.01,2.02,1.94,1.12,1.35,1.10,0.67,0.67,0.67,1.98,1.97,1.18,1.38,5.09,0.01,23.88,1.02,1.43,1.24,1.12,29.13,
frc6009,16.81,20.15,0.00,4.65,1.68,1.47,1.67,0.47,-0.33,1.56,1.18,1.85,5.28,-1.38,-1.82,-0.11,2.55,1.88,1.00,0.32,0.80,5.47,3.95,1.88,1.40,1.58,0.61,0.56,-0.15,0.31,-0.09,-0.38,-0.05,-0.33,-0.13,0.67,0.67,0.67,1.34,1.64,2.18,0.33,4.65,0.08,11.37,0.30,-0.13,0.36,-0.11,16.81,
frc6140,19.94,23.48,0.00,3.86,1.82,2.19,1.98,1.33,1.15,2.43,2.13,2.61,11.16,-0.43,1.35,1.44,-0.28,2.24,0.88,-0.21,1.03,2.82,-0.24,1.81,1.75,1.57,1.07,0.31,0.12,-0.14,-0.01,0.13,0.41,0.18,0.06,0.67,0.67,0.67,0.96,1.30,1.31,-0.17,3.86,0.15,15.05,-0.01,0.13,-0.03,0.17,19.94,
