Team,score,opponents score,adjustpoints,autopoints,bay1,bay2,bay3,bay4,bay5,bay6,bay7,bay8,cargopoints,completerocketrankingpoint,completedrocketfar,completedrocketnear,endgamerobot1,endgamerobot2,endgamerobot3,foulcount,foulpoints,habclimbpoints,habdockingrankingpoint,hablinerobot1,hablinerobot2,hablinerobot3,hatchpanelpoints,lowleftrocketfar,lowleftrocketnear,lowrightrocketfar,lowrightrocketnear,midleftrocketfar,midleftrocketnear,midrightrocketfar,midrightrocketnear,prematchbay6,prematchbay7,prematchbay8,prematchlevelrobot1,prematchlevelrobot2,prematchlevelrobot3,rp,sandstormbonuspoints,techfoulcount,teleoppoints,topleftrocketfar,topleftrocketnear,toprightrocketfar,toprightrocketnear,totalpoints,
frc7638,17.35,12.96,0.01,3.43,2.01,1.93,2.14,1.19,1.89,1.93,2.29,1.99,8.72,-0.30,0.00,0.00,1.57,0.79,1.04,-0.11,-0.25,3.43,4.46,1.74,1.18,1.61,2.01,-0.03,0.20,-0.21,-0.06,0.02,0.13,-0.29,-0.04,0.67,0.67,0.67,0.97,1.88,1.39,0.80,3.43,-0.04,14.16,-0.05,0.28,-0.21,-0.05,17.35,
frc5234,20.36,15.62,-0.09,4.29,1.67,1.30,1.62,1.08,0.80,1.56,1.11,1.15,8.11,-0.38,0.00,0.00,1.68,0.91,1.38,-0.17,0.73,4.04,6.01,1.33,1.36,1.81,3.28,0.56,0.44,1.06,0.85,0.60,-0.00,1.06,0.08,0.67,0.67,0.67,1.19,1.66,1.78,0.63,4.29,-0.03,15.43,-0.19,0.10,0.10,-0.07,20.36,
frc5989,9.79,20.57,-0.01,4.40,0.91,1.01,0.53,1.64,1.10,0.79,1.00,0.69,1.10,-0.18,0.00,0.00,0.18,0.46,1.80,0.09,0.66,2.01,1.30,1.29,0.91,1.84,1.63,0.18,-0.62,-0.04,-0.24,-0.25,-0.33,-0.06,-0.18,0.67,0.67,0.67,1.40,2.00,1.68,0.06,4.40,0.05,4.74,-0.32,-0.06,-0.15,0.05,9.79,
frc141,26.56,19.82,0.01,4.89,2.33,1.89,2.11,2.59,1.02,2.22,1.90,2.25,11.55,2.65,0.00,0.00,1.14,4.02,3.43,0.24,-0.34,8.38,16.51,0.92,1.86,1.81,2.07,1.22,-0.38,0.44,0.15,0.27,0.03,0.20,-0.04,0.67,0.67,0.67,0.85,2.62,1.39,1.33,4.89,-0.02,22.00,0.13,0.10,-0.07,-0.05,26.56,
frc7816,13.69,10.06,-0.01,5.32,1.70,1.52,1.66,1.43,0.92,0.63,0.70,1.05,4.42,1.93,0.00,0.00,1.31,0.23,1.09,0.53,0.23,2.68,3.18,1.69,1.92,1.58,1.06,0.17,0.43,-0.26,0.44,-0.04,-0.46,-0.01,-0.07,0.67,0.67,0.67,2.24,1.52,1.58,0.51,5.32,0.05,8.16,-0.28,-0.12,-0.05,0.06,13.69,
frc5547,15.88,18.71,0.02,3.37,-0.04,0.72,1.11,0.69,1.12,0.90,0.78,0.82,4.20,2.56,0.00,0.00,0.85,-0.52,-0.21,0.15,1.60,0.11,-5.31,1.83,1.08,1.79,6.59,0.83,0.97,0.76,0.82,0.93,0.87,1.13,0.91,0.67,0.67,0.67,0.92,1.27,1.41,-0.17,3.37,-0.01,10.89,0.40,0.41,0.50,0.14,15.88,
frc5702,15.26,14.27,0.00,4.41,2.23,1.88,1.88,0.86,0.41,2.25,2.01,0.79,7.01,-0.15,0.00,0.00,1.85,0.16,-0.91,-0.07,1.08,1.25,-0.79,1.79,1.85,1.24,1.52,0.60,-0.27,0.61,-0.47,0.24,0.11,0.00,-0.06,0.67,0.67,0.67,1.46,1.40,1.89,-0.12,4.41,-0.02,9.77,-0.23,0.17,-0.20,0.17,15.26,
frc4715,14.78,17.22,0.00,4.92,1.64,2.20,2.03,1.78,1.21,1.25,1.55,1.46,7.03,-0.15,0.00,0.00,0.53,1.36,0.82,0.34,-0.19,2.54,-2.98,1.32,1.97,1.25,0.48,0.24,-0.24,-0.28,0.15,-0.37,-0.16,-0.32,0.06,0.67,0.67,0.67,2.80,0.96,1.70,0.28,4.92,-0.02,10.04,-0.06,-0.11,-0.11,-0.04,14.78,
frc5878,13.33,20.51,-0.08,4.52,0.92,1.08,1.05,1.17,1.53,1.88,1.83,1.56,4.81,-0.71,0.00,0.00,0.36,2.79,0.42,-0.00,0.10,3.56,5.42,1.32,1.68,1.27,0.42,-0.33,-0.60,-0.14,-0.14,-0.39,-0.23,-0.25,-0.41,0.67,0.67,0.67,1.81,1.72,1.67,-0.14,4.52,-0.02,8.78,0.32,-0.02,0.43,-0.12,13.33,
frc6098,22.20,16.38,0.01,4.96,0.78,1.63,1.55,2.34,2.09,1.34,0.66,1.12,6.10,-0.60,0.00,0.00,1.08,1.90,1.21,0.13,0.11,3.99,0.43,1.90,1.52,1.65,7.04,0.30,1.10,0.61,0.95,-0.03,-0.10,-0.04,-0.02,0.67,0.67,0.67,2.45,1.41,1.32,0.53,4.96,0.08,17.13,0.17,-0.00,0.01,0.15,22.20,
frc5072,13.23,24.00,-0.00,3.29,0.94,0.93,0.25,1.36,1.98,0.32,0.35,0.34,1.96,-0.46,0.00,0.00,2.26,-0.99,1.60,0.33,1.16,2.62,3.36,1.39,0.72,1.59,4.20,0.43,0.87,0.04,0.74,-0.12,-0.13,0.27,-0.24,0.67,0.67,0.67,1.34,1.97,1.91,0.06,3.29,-0.04,8.78,-0.13,-0.15,0.11,-0.16,13.23,
frc6088,15.99,17.47,-0.00,4.21,1.43,1.52,1.42,1.14,0.78,1.43,1.18,0.83,3.78,-0.07,0.00,0.00,3.15,2.80,1.00,-0.14,-0.60,6.99,11.54,1.72,0.73,1.63,1.61,0.14,-0.40,0.53,-0.56,0.06,-0.06,-0.01,-0.25,0.67,0.67,0.67,2.39,1.09,1.84,0.53,4.21,-0.01,12.38,-0.18,0.10,-0.18,-0.04,15.99,
frc7250,11.88,17.72,0.01,3.30,0.97,1.35,1.70,0.09,0.72,1.42,1.27,1.86,5.04,-0.50,0.00,0.00,3.17,-0.33,0.71,0.42,-0.04,3.33,0.35,1.39,1.82,1.37,0.25,-0.12,0.62,-0.42,0.46,0.11,-0.03,-0.26,0.23,0.67,0.67,0.67,1.26,1.68,0.91,0.08,3.30,-0.02,8.62,-0.04,-0.11,-0.19,-0.10,11.88,
frc3602,24.04,19.18,0.01,2.72,1.74,1.82,1.98,1.65,0.86,1.25,0.52,0.95,11.31,2.55,0.00,0.00,0.60,0.96,1.03,0.06,1.98,2.34,2.38,1.80,1.00,1.33,5.67,2.12,1.44,1.36,1.46,0.74,0.33,0.63,0.42,0.67,0.67,0.67,1.19,1.82,1.25,0.66,2.72,-0.03,19.33,0.58,-0.07,0.56,0.12,24.04,
frc5709,11.14,16.73,0.00,5.25,1.69,1.51,1.21,0.23,0.12,0.87,0.98,0.62,2.73,-0.23,0.00,0.00,-0.31,1.65,0.28,-0.06,-0.28,1.66,0.68,1.66,1.93,1.20,1.78,0.32,-0.21,0.27,-0.31,-0.19,-0.02,0.15,-0.01,0.67,0.67,0.67,2.02,1.37,2.04,0.13,5.25,-0.02,6.17,-0.13,-0.09,-0.08,0.10,11.14,
frc6113,18.48,12.69,0.01,5.68,1.45,1.69,1.43,2.72,1.98,1.60,1.29,0.83,6.46,-0.44,0.00,0.00,0.40,1.75,1.76,-0.07,0.44,3.90,2.21,1.80,1.78,1.72,1.99,-0.06,-0.08,-0.10,0.44,-0.08,-0.31,0.12,-0.10,0.67,0.67,0.67,1.93,1.71,1.76,0.85,5.68,-0.01,12.34,-0.25,-0.14,-0.03,-0.11,18.48,
frc1596,21.83,11.59,0.02,3.41,1.98,1.88,2.06,0.89,2.12,2.00,2.21,2.10,11.01,2.59,0.00,0.00,0.84,0.21,1.45,-0.18,1.04,2.58,-0.83,1.73,1.77,1.77,3.78,0.34,0.64,0.46,0.74,0.32,0.62,0.26,0.57,0.67,0.67,0.67,1.40,1.25,0.46,0.67,3.41,0.13,17.36,0.18,-0.00,0.00,0.14,21.83,
frc6569,31.48,13.88,0.01,4.62,2.03,1.90,2.24,1.93,1.93,2.10,2.09,1.88,13.09,-0.39,0.00,0.00,4.23,3.39,3.09,-0.03,-0.44,10.75,19.47,1.76,2.09,1.66,3.44,0.50,1.38,0.31,1.73,-0.44,0.35,-0.19,0.80,0.67,0.67,0.67,1.51,1.35,1.09,2.06,4.62,0.05,27.29,0.11,0.09,0.12,-0.04,31.48,
frc2586,13.77,15.56,-0.00,2.90,0.45,0.41,0.43,1.73,0.12,0.32,1.09,0.57,1.49,1.95,0.00,0.00,0.94,1.79,1.43,-0.03,0.26,4.32,4.48,1.37,1.20,1.61,4.80,-0.42,0.43,0.80,0.85,-0.00,0.94,0.64,0.78,0.67,0.67,0.67,0.24,1.80,1.61,0.56,2.90,0.05,10.61,0.14,0.17,0.00,0.16,13.77,
frc6573,18.19,20.31,0.01,5.07,0.74,0.66,1.27,0.94,1.17,1.37,1.68,1.39,6.46,-0.40,0.00,0.00,1.89,0.83,-0.53,0.25,1.52,2.17,-3.65,1.71,1.78,1.74,2.95,0.88,1.14,0.45,1.64,0.41,-0.11,-0.09,0.46,0.67,0.67,0.67,0.41,2.48,1.97,-0.03,5.07,-0.04,11.58,-0.22,0.08,-0.26,0.09,18.19,
frc7150,11.83,22.84,-0.00,5.45,0.93,0.77,0.74,1.46,1.68,1.47,1.38,1.21,3.92,-0.63,0.00,0.00,-0.04,1.84,0.39,0.39,-0.59,2.26,-1.09,1.34,1.86,1.71,0.79,0.03,0.40,0.29,-0.38,-0.34,-0.22,-0.38,-0.14,0.67,0.67,0.67,2.00,1.08,1.91,-0.25,5.45,0.07,6.97,-0.10,-0.05,-0.17,-0.09,11.83,
frc7713,17.23,13.71,0.01,5.36,1.24,0.63,1.19,1.52,0.55,0.75,0.90,0.28,2.09,0.14,0.00,0.00,1.50,0.48,-0.14,-0.13,0.73,1.94,1.98,1.85,1.90,1.62,7.11,0.38,0.99,0.90,1.04,-0.01,1.07,0.12,0.88,0.67,0.67,0.67,2.60,0.39,2.23,0.68,5.36,-0.01,11.13,-0.13,0.50,0.09,0.66,17.23,
frc5714,11.14,15.76,0.00,4.72,1.02,1.48,0.96,-0.45,0.36,1.14,0.94,1.00,2.01,0.07,0.00,0.00,1.58,0.99,1.80,-0.11,0.06,4.39,-1.83,1.72,1.27,1.77,-0.04,0.18,-0.09,-0.18,0.27,0.00,-0.05,-0.04,-0.04,0.67,0.67,0.67,1.85,1.46,1.48,0.07,4.72,-0.04,6.35,-0.06,-0.13,-0.02,-0.11,11.14,
frc857,19.52,17.08,0.01,4.47,0.24,0.72,0.96,2.25,2.06,0.25,0.51,0.65,3.21,-0.49,0.00,0.00,2.03,2.22,2.35,0.43,-0.31,6.37,6.65,1.82,1.70,1.38,5.78,0.99,0.74,0.62,0.61,0.56,0.15,0.16,0.55,0.67,0.67,0.67,1.41,1.55,1.56,0.28,4.47,0.06,15.36,0.01,-0.10,-0.09,0.06,19.52,
frc7782,24.57,18.65,0.02,5.31,1.81,1.13,1.79,0.03,1.00,1.70,1.74,2.12,8.28,0.36,0.00,0.00,3.61,2.41,2.42,-0.11,0.21,8.49,14.96,1.65,1.93,1.83,2.26,0.38,1.10,0.66,-0.24,0.72,0.23,0.19,0.00,0.67,0.67,0.67,2.35,1.38,1.40,1.08,5.31,0.09,19.03,0.16,0.14,-0.03,-0.00,24.57,
frc5282,19.41,18.82,-0.08,4.96,1.79,1.67,1.74,0.35,0.45,2.21,2.28,2.36,9.50,-0.17,0.00,0.00,0.77,0.85,2.28,0.15,-0.57,3.93,5.82,1.71,1.35,1.73,1.69,-0.07,1.20,0.46,0.52,-0.09,0.11,-0.13,0.10,0.67,0.67,0.67,2.13,0.90,1.86,0.62,4.96,0.07,15.11,0.31,0.09,0.24,0.11,19.41,
frc4391,33.58,19.64,0.01,3.34,2.09,2.13,2.14,1.41,1.26,2.29,2.25,2.29,14.05,-0.15,0.00,0.00,2.96,3.87,3.48,0.11,0.71,10.40,20.90,1.76,1.52,1.85,5.08,2.07,-0.09,1.94,0.07,1.03,0.37,0.78,-0.12,0.67,0.67,0.67,1.02,0.85,1.24,1.91,3.34,-0.04,29.52,0.64,0.11,0.46,0.24,33.58,
frc4970,21.22,14.08,0.01,5.33,0.98,1.64,1.65,1.75,1.18,1.47,1.47,1.47,7.25,0.19,0.00,0.00,1.92,1.51,3.12,0.12,-0.36,6.63,12.95,1.28,1.94,1.75,2.37,0.63,0.22,0.09,0.24,0.09,-0.02,0.51,-0.05,0.67,0.67,0.67,1.02,2.05,1.90,1.04,5.33,-0.02,16.25,0.37,-0.09,0.54,-0.06,21.22,
frc5486,15.48,21.22,0.01,4.64,0.57,0.85,1.42,0.43,0.83,1.13,1.31,1.51,2.78,-0.60,0.00,0.00,1.42,1.17,1.94,0.40,1.02,4.61,6.00,1.78,1.40,1.81,2.42,-0.67,0.51,0.04,0.69,-0.19,0.15,-0.17,-0.12,0.67,0.67,0.67,1.13,1.92,1.56,0.49,4.64,-0.01,9.80,-0.16,0.30,-0.12,0.13,15.48,
frc4377,12.45,19.20,0.01,3.15,0.78,1.01,1.23,0.08,-0.33,1.48,1.40,1.16,2.81,0.09,0.00,0.00,0.81,2.40,1.02,-0.10,0.46,3.97,1.59,1.56,1.59,0.90,2.06,-0.06,-0.06,0.09,0.92,0.52,0.09,-0.14,0.12,0.67,0.67,0.67,2.38,1.65,1.53,-0.06,3.15,0.04,8.83,0.45,-0.11,0.30,0.08,12.45,
frc4390,12.79,17.59,0.01,5.92,0.23,0.07,-0.05,1.63,1.02,0.47,0.42,0.50,0.13,-0.35,0.00,0.00,0.21,0.96,-0.21,0.01,1.48,1.01,-3.41,1.74,1.98,1.70,4.24,1.32,-0.13,0.90,1.04,-0.03,-0.01,-0.08,0.07,0.67,0.67,0.67,2.20,2.02,1.14,-0.00,5.92,0.04,5.38,-0.07,-0.08,0.00,-0.05,12.79,
