Team,score,opponents score,adjustpoints,autopoints,bay1,bay2,bay3,bay4,bay5,bay6,bay7,bay8,cargopoints,completerocketrankingpoint,completedrocketfar,completedrocketnear,endgamerobot1,endgamerobot2,endgamerobot3,foulcount,foulpoints,habclimbpoints,habdockingrankingpoint,hablinerobot1,hablinerobot2,hablinerobot3,hatchpanelpoints,lowleftrocketfar,lowleftrocketnear,lowrightrocketfar,lowrightrocketnear,midleftrocketfar,midleftrocketnear,midrightrocketfar,midrightrocketnear,prematchbay6,prematchbay7,prematchbay8,prematchlevelrobot1,prematchlevelrobot2,prematchlevelrobot3,rp,sandstormbonuspoints,techfoulcount,teleoppoints,topleftrocketfar,topleftrocketnear,toprightrocketfar,toprightrocketnear,totalpoints,
frc6039,15.52,19.83,0.00,1.64,0.60,0.48,0.88,-0.20,-0.01,1.16,1.81,1.16,2.95,2.64,0.54,0.02,3.93,1.36,0.36,-0.23,3.41,5.64,10.90,1.61,1.68,1.01,1.88,-0.28,1.09,-0.24,1.15,-0.30,0.53,-0.09,0.78,0.67,0.67,0.67,0.69,0.78,2.00,0.93,1.64,0.29,10.47,-0.00,-0.01,-0.02,0.27,15.52,
frc5027,4.36,12.26,0.00,3.12,0.73,0.69,0.75,-1.40,0.67,0.36,0.31,0.14,-0.40,1.68,-0.94,0.09,2.10,-0.45,1.50,-0.23,-0.70,2.82,5.28,1.58,1.74,0.64,-0.48,-0.04,-0.38,0.45,-0.56,-0.02,0.25,0.25,0.10,0.67,0.67,0.67,1.13,2.61,0.35,0.05,3.12,0.14,1.93,0.46,-0.08,0.42,-0.17,4.36,
frc192,14.70,15.10,0.00,4.23,1.27,1.56,0.73,1.72,1.52,1.06,0.77,1.58,4.88,6.35,-0.80,0.24,0.42,0.28,2.26,0.11,-0.67,3.01,1.38,1.73,1.53,2.00,3.25,0.92,0.90,0.57,0.24,-0.28,0.30,-0.50,0.26,0.67,0.67,0.67,1.67,1.44,0.92,0.44,4.23,0.00,11.14,-0.28,0.11,-0.35,0.02,14.70,
frc1967,16.28,11.88,0.00,4.58,1.96,1.95,1.72,0.54,1.29,1.36,2.04,1.54,7.46,3.78,-0.57,0.27,0.99,-1.28,0.33,0.08,0.91,0.05,1.70,1.83,1.85,1.68,3.28,1.45,-0.43,1.15,-0.28,0.76,-0.19,0.16,-0.52,0.67,0.67,0.67,1.19,1.38,1.31,0.75,4.58,0.11,10.79,0.54,-0.12,0.05,-0.31,16.28,
frc4171,21.51,18.80,0.00,5.93,1.95,1.18,1.67,0.78,0.82,1.85,0.72,1.10,5.66,-0.20,1.04,-0.20,0.92,0.97,1.10,-0.33,7.61,2.97,-1.87,1.85,1.36,1.60,-0.66,-0.49,-0.30,-0.57,0.07,-0.21,0.18,-0.15,0.27,0.67,0.67,0.67,1.34,1.29,2.71,0.77,5.93,0.21,7.97,-0.01,0.08,-0.03,0.08,21.51,
frc1458,11.52,16.72,0.00,4.37,0.85,1.87,1.62,2.15,2.31,1.01,0.35,1.20,4.29,0.56,-1.70,-1.45,0.79,-0.90,1.25,-0.25,0.09,1.11,-1.02,1.84,1.54,1.73,1.66,-0.26,-0.38,0.86,0.09,-0.15,-0.53,0.17,-0.62,0.67,0.67,0.67,1.75,1.76,0.64,0.11,4.37,0.09,7.05,-0.20,-0.34,0.06,-0.42,11.52,
frc4990,28.42,17.48,0.00,2.67,1.66,1.20,2.24,3.17,3.30,1.82,2.35,2.17,11.71,-1.71,0.57,-0.41,1.05,2.27,1.77,0.08,2.76,5.11,2.17,1.30,1.61,1.52,6.16,0.77,1.23,1.37,1.05,-0.10,-0.47,0.16,-0.42,0.67,0.67,0.67,1.44,1.56,1.58,0.48,2.67,-0.06,22.98,-0.05,-0.10,-0.03,-0.04,28.42,
frc256,9.31,17.37,0.00,2.99,0.47,0.19,0.86,1.12,1.98,0.54,0.76,0.82,1.64,4.16,1.70,-0.79,-0.47,0.06,2.15,-0.29,-1.40,1.78,-1.79,1.25,1.61,1.89,4.30,0.62,0.53,0.74,0.87,0.34,-0.51,0.33,-0.57,0.67,0.67,0.67,2.32,0.67,1.48,0.06,2.99,0.02,7.72,0.08,-0.19,-0.12,-0.17,9.31,
frc649,37.73,16.70,0.00,2.28,0.12,1.36,1.47,-0.63,0.75,1.13,1.14,0.58,11.86,4.74,7.17,0.67,4.84,2.69,2.00,0.07,5.43,9.56,17.05,1.72,1.64,1.46,8.60,2.01,1.33,1.58,1.44,2.00,1.94,1.67,1.89,0.67,0.67,0.67,1.21,0.73,0.55,1.87,2.28,-0.11,30.02,1.35,0.33,2.27,0.28,37.73,
frc668,9.25,18.67,0.00,1.59,1.39,0.99,1.57,1.18,0.10,1.75,1.46,1.46,3.87,1.53,0.48,-0.11,2.46,-0.18,-0.96,0.55,0.07,1.35,2.02,1.36,0.73,1.70,2.36,-0.24,1.01,0.03,0.52,-0.59,0.06,-0.11,0.06,0.67,0.67,0.67,1.93,1.45,0.29,-0.11,1.59,0.14,7.58,-0.14,0.28,0.11,-0.14,9.25,
frc2035,19.10,13.96,0.00,4.49,1.46,1.82,1.60,1.58,1.78,1.25,0.80,0.68,7.90,2.70,-0.42,0.55,0.94,0.81,2.05,-0.47,-0.55,3.77,3.13,1.44,1.80,1.49,3.48,1.58,0.17,1.08,-0.11,0.51,-0.06,0.39,0.65,0.67,0.67,0.67,1.62,1.72,1.99,0.56,4.49,-0.12,15.16,-0.04,-0.07,-0.07,0.47,19.10,
frc2473,19.92,19.49,0.00,1.76,1.75,1.95,2.05,1.55,1.52,2.13,0.94,1.46,8.96,-0.90,-1.03,0.34,1.42,1.02,0.96,0.38,0.08,3.44,2.36,1.39,1.69,1.60,5.67,1.11,1.71,0.51,1.66,-0.06,-0.11,0.18,0.29,0.67,0.67,0.67,1.04,1.27,0.88,0.04,1.76,0.06,18.08,-0.03,0.10,-0.22,0.34,19.92,
frc4186,15.41,15.70,0.00,5.01,1.20,0.39,1.41,0.83,2.29,1.42,0.93,0.99,4.17,-3.08,0.25,-0.33,0.81,1.09,-0.78,-0.12,2.31,1.16,-2.53,1.65,1.77,1.75,2.75,-0.48,0.41,0.54,0.34,-0.36,0.21,-0.58,0.23,0.67,0.67,0.67,0.39,2.26,1.68,0.17,5.01,0.09,8.08,-0.17,-0.13,-0.27,-0.11,15.41,
frc6970,15.14,18.30,0.00,2.45,0.36,0.57,1.54,1.14,0.87,2.14,1.89,2.16,7.13,-4.13,-0.65,-0.72,3.06,0.16,0.91,-0.11,-0.58,4.14,-0.10,1.49,1.56,1.18,2.00,-1.03,1.82,-0.43,1.59,-0.56,0.10,-0.40,0.59,0.67,0.67,0.67,1.28,0.83,1.59,-0.15,2.45,0.22,13.27,-0.33,0.54,-0.25,0.68,15.14,
frc7245,8.17,20.05,0.00,2.81,0.30,0.90,1.75,0.55,-0.12,0.93,0.65,0.04,0.87,3.58,-0.00,0.95,0.66,0.65,2.86,-0.23,0.63,4.23,6.36,1.42,2.00,1.97,-0.37,-0.17,-0.64,1.24,-0.29,0.34,-0.25,-0.03,-0.34,0.67,0.67,0.67,0.39,1.95,0.66,0.25,2.81,0.15,4.73,0.10,-0.01,-0.03,-0.02,8.17,
frc2220,23.53,15.60,0.00,5.32,1.71,1.86,1.26,2.08,2.95,1.20,0.87,1.39,10.11,5.88,0.56,-0.55,1.51,0.26,0.03,-0.20,1.60,1.47,-2.07,1.55,1.67,1.12,5.02,1.41,0.89,0.51,1.11,0.15,-0.09,0.53,-0.19,0.67,0.67,0.67,1.30,1.82,2.51,1.01,5.32,-0.16,16.61,0.59,-0.01,0.59,-0.06,23.53,
frc4973,17.11,17.61,0.00,3.87,1.58,1.66,1.97,0.77,0.85,1.50,0.94,1.29,5.27,-3.36,-0.65,-0.48,0.18,2.13,1.64,1.03,2.48,4.02,3.65,1.75,1.45,1.63,1.48,0.43,0.15,0.72,-0.37,0.01,-0.43,0.14,-0.18,0.67,0.67,0.67,1.44,1.42,2.18,0.29,3.87,0.13,10.76,-0.27,-0.07,-0.23,0.15,17.11,
frc4255,13.70,23.20,0.00,3.06,0.44,1.25,0.48,-0.18,-1.75,1.24,1.23,0.23,1.70,0.93,0.24,0.38,1.69,3.35,0.44,-0.15,1.34,5.52,11.05,1.32,1.71,1.94,2.07,1.40,1.09,0.74,1.66,0.11,-0.11,0.16,-0.10,0.67,0.67,0.67,0.93,0.58,1.65,0.53,3.06,0.09,9.30,-0.02,-0.01,-0.01,0.03,13.70,
frc2813,14.29,22.02,0.00,5.66,1.51,1.24,0.98,-0.27,-0.14,0.36,1.12,1.16,3.12,-1.51,0.47,-1.15,-0.39,2.91,0.12,0.98,0.25,2.62,-0.80,2.02,1.71,1.65,2.64,0.90,0.50,0.38,0.04,0.51,0.50,0.07,0.44,0.67,0.67,0.67,1.34,2.27,1.12,-0.33,5.66,-0.05,8.37,0.20,0.05,-0.12,-0.23,14.29,
frc581,20.89,16.85,0.00,3.69,1.98,2.00,2.25,3.08,1.80,1.72,1.69,1.08,9.99,-2.82,-0.92,-1.44,-0.01,1.79,-0.36,-0.10,1.48,1.44,-2.71,1.73,1.77,1.53,4.30,0.63,1.27,-0.19,0.75,-0.19,0.76,-0.14,0.48,0.67,0.67,0.67,0.97,1.33,1.54,0.52,3.69,-0.02,15.72,-0.28,-0.17,-0.23,-0.36,20.89,
frc7667,16.52,14.28,0.00,3.95,2.32,2.02,1.86,1.22,0.18,1.58,1.13,1.84,8.56,-0.01,2.33,-1.57,1.83,0.65,1.33,0.00,0.02,3.79,-0.11,1.78,1.12,1.72,0.20,0.70,-0.48,0.68,-0.12,0.39,-0.72,-0.03,-0.79,0.67,0.67,0.67,1.34,2.19,1.66,0.61,3.95,-0.10,12.55,0.84,-0.33,0.69,-0.37,16.52,
frc6241,12.07,14.70,0.00,4.98,0.60,1.26,0.79,0.31,0.18,0.37,0.89,0.68,1.44,6.33,-0.43,3.06,0.62,3.35,-0.98,0.03,1.98,2.97,2.22,1.57,1.90,1.76,0.70,-0.06,0.04,0.06,0.55,-0.13,0.28,-0.43,0.35,0.67,0.67,0.67,2.15,1.84,1.43,0.56,4.98,0.01,5.11,-0.11,0.36,-0.19,0.48,12.07,
